Discord,Team,Individual,Individual?,% Calculator,Rank
,,28.85%,TRUE,28.85%,Contender
,,28.84%,TRUE,28.84%,Contender
,Tempest Gaming,28.82%,FALSE,#REF!,#REF!
,,28.78%,TRUE,28.78%,Contender
,,28.77%,TRUE,28.77%,Contender
,,28.76%,TRUE,28.76%,Contender
,,28.68%,TRUE,28.68%,Contender
,,28.63%,TRUE,28.63%,Contender
,,28.60%,TRUE,28.60%,Contender
,Disciples,28.59%,FALSE,#REF!,#REF!
,,28.56%,TRUE,28.56%,Contender
,Chicago Headhunters,28.49%,FALSE,#REF!,#REF!
,,28.46%,TRUE,28.46%,Contender
,,28.45%,TRUE,28.45%,Contender
,,28.43%,TRUE,28.43%,Contender
,Tone Gaming,28.41%,FALSE,#REF!,#REF!
,Eclectiq Cerise,28.39%,FALSE,#REF!,#REF!
,,28.36%,TRUE,28.36%,Contender
,,28.33%,TRUE,28.33%,Contender
,,28.31%,TRUE,28.31%,Contender
,,28.31%,TRUE,28.31%,Contender
,Bald Babies,28.29%,FALSE,#REF!,#REF!
,,28.26%,TRUE,28.26%,Contender
,,28.25%,TRUE,28.25%,Contender
,,28.25%,TRUE,28.25%,Contender
,,28.23%,TRUE,28.23%,Contender
,,28.20%,TRUE,28.20%,Contender
,,28.19%,TRUE,28.19%,Contender
,,28.17%,TRUE,28.17%,Contender
,Hamboigas,28.17%,FALSE,#REF!,#REF!
,,28.16%,TRUE,28.16%,Contender
,,28.16%,TRUE,28.16%,Contender
,,28.15%,TRUE,28.15%,Contender
,,28.12%,TRUE,28.12%,Contender
,,28.11%,TRUE,28.11%,Contender
,,28.07%,TRUE,28.07%,Contender
,BHOP Celestial,28.06%,FALSE,#REF!,#REF!
,Team Chaotic,28.05%,FALSE,#REF!,#REF!
,,28.05%,TRUE,28.05%,Contender
,,28.03%,TRUE,28.03%,Contender
,BHAAD,27.96%,FALSE,#REF!,#REF!
,Raw Dogs,27.94%,FALSE,#REF!,#REF!
,Solaire,27.93%,FALSE,#REF!,#REF!
,HorizonGG,27.92%,FALSE,#REF!,#REF!
,,27.92%,TRUE,27.92%,Contender
,Blood Trail,27.92%,FALSE,#REF!,#REF!
,,27.90%,TRUE,27.90%,Contender
,,27.90%,TRUE,27.90%,Contender
,Stasis Red,27.88%,FALSE,#REF!,#REF!
,,27.88%,TRUE,27.88%,Contender
,,27.86%,TRUE,27.86%,Contender
,Cat Company,27.85%,FALSE,#REF!,#REF!
,Bkny Myst,27.85%,FALSE,#REF!,#REF!
,,27.82%,TRUE,27.82%,Contender
,,27.78%,TRUE,27.78%,Contender
,,27.62%,TRUE,27.62%,Contender
,,27.59%,TRUE,27.59%,Contender
,Alpha 1,27.59%,FALSE,#REF!,#REF!
,Alpha 1,27.57%,FALSE,#REF!,#REF!
,,27.54%,TRUE,27.54%,Contender
,Tone Gaming,27.53%,FALSE,#REF!,#REF!
,,27.51%,TRUE,27.51%,Contender
,,27.51%,TRUE,27.51%,Contender
,,27.49%,TRUE,27.49%,Contender
,,27.48%,TRUE,27.48%,Contender
,,27.47%,TRUE,27.47%,Contender
,,27.40%,TRUE,27.40%,Contender
,Underpaid Talent,27.37%,FALSE,#REF!,#REF!
,Last Resistance,27.36%,FALSE,#REF!,#REF!
,,27.35%,TRUE,27.35%,Contender
,,27.34%,TRUE,27.34%,Contender
,,27.32%,TRUE,27.32%,Contender
,,27.29%,TRUE,27.29%,Contender
,,27.27%,TRUE,27.27%,Contender
,,27.24%,TRUE,27.24%,Contender
,Dice,27.24%,FALSE,#REF!,#REF!
,,27.23%,TRUE,27.23%,Contender
,,27.21%,TRUE,27.21%,Contender
,,27.17%,TRUE,27.17%,Contender
,,27.16%,TRUE,27.16%,Contender
,,27.14%,TRUE,27.14%,Contender
,,27.10%,TRUE,27.10%,Contender
,,27.10%,TRUE,27.10%,Contender
,,27.08%,TRUE,27.08%,Contender
,,27.08%,TRUE,27.08%,Contender
,,27.03%,TRUE,27.03%,Contender
,,27.02%,TRUE,27.02%,Contender
,,27.02%,TRUE,27.02%,Contender
,3VN,26.98%,FALSE,#REF!,#REF!
,,26.91%,TRUE,26.91%,Contender
,5K Amethyst,26.88%,FALSE,#REF!,#REF!
,,26.88%,TRUE,26.88%,Contender
,,26.85%,TRUE,26.85%,Contender
,,26.85%,TRUE,26.85%,Contender
,,26.84%,TRUE,26.84%,Contender
,,26.84%,TRUE,26.84%,Contender
,,26.82%,TRUE,26.82%,Contender
,BHOP Esports,26.79%,FALSE,#REF!,#REF!
,,26.76%,TRUE,26.76%,Contender
,,26.75%,TRUE,26.75%,Contender
,,26.73%,TRUE,26.73%,Contender
,,26.68%,TRUE,26.68%,Contender
,,26.67%,TRUE,26.67%,Contender
,Solaire,26.64%,FALSE,#REF!,#REF!
,,26.60%,TRUE,26.60%,Contender
,,26.59%,TRUE,26.59%,Contender
,Bkny Myst,26.58%,FALSE,#REF!,#REF!
,,26.54%,TRUE,26.54%,Contender
,Rise of Scarlet Empire,26.53%,FALSE,#REF!,#REF!
,,26.51%,TRUE,26.51%,Contender
,,26.50%,TRUE,26.50%,Contender
,Akuma Esports,26.49%,FALSE,#REF!,#REF!
,,26.49%,TRUE,26.49%,Contender
,,26.41%,TRUE,26.41%,Contender
,,26.40%,TRUE,26.40%,Contender
,Berzerkers,26.39%,FALSE,#REF!,#REF!
,Achieve Esports,26.32%,FALSE,#REF!,#REF!
,,26.31%,TRUE,26.31%,Contender
,,26.31%,TRUE,26.31%,Contender
,,26.31%,TRUE,26.31%,Contender
,Asian And Co (ACO),26.30%,FALSE,#REF!,#REF!
,,26.24%,TRUE,26.24%,Contender
,,26.24%,TRUE,26.24%,Contender
,,26.23%,TRUE,26.23%,Contender
,,26.23%,TRUE,26.23%,Contender
,,26.22%,TRUE,26.22%,Contender
,,26.19%,TRUE,26.19%,Contender
,,26.16%,TRUE,26.16%,Contender
,,26.11%,TRUE,26.11%,Contender
,,26.10%,TRUE,26.10%,Contender
,,26.06%,TRUE,26.06%,Contender
,,26.05%,TRUE,26.05%,Contender
,,26.03%,TRUE,26.03%,Contender
,,26.00%,TRUE,26.00%,Contender
,,25.99%,TRUE,25.99%,Contender
,,25.99%,TRUE,25.99%,Contender
,,25.98%,TRUE,25.98%,Contender
,,25.97%,TRUE,25.97%,Contender
,,25.96%,TRUE,25.96%,Contender
,,25.92%,TRUE,25.92%,Contender
,,25.92%,TRUE,25.92%,Contender
,,25.90%,TRUE,25.90%,Contender
,,25.90%,TRUE,25.90%,Contender
,,25.88%,TRUE,25.88%,Contender
,,25.85%,TRUE,25.85%,Contender
,Smooches,25.79%,FALSE,#REF!,#REF!
,,25.78%,TRUE,25.78%,Contender
,,25.78%,TRUE,25.78%,Contender
,Legion,25.78%,FALSE,#REF!,#REF!
,,25.71%,TRUE,25.71%,Contender
,,25.70%,TRUE,25.70%,Contender
,,25.69%,TRUE,25.69%,Contender
,,25.64%,TRUE,25.64%,Contender
,,25.63%,TRUE,25.63%,Contender
,,25.62%,TRUE,25.62%,Contender
,,25.56%,TRUE,25.56%,Contender
,,25.53%,TRUE,25.53%,Contender
,,25.51%,TRUE,25.51%,Contender
,Adore Esports,25.50%,FALSE,#REF!,#REF!
,TEN-5,25.50%,FALSE,#REF!,#REF!
,,25.49%,TRUE,25.49%,Contender
,,25.48%,TRUE,25.48%,Contender
,,25.46%,TRUE,25.46%,Contender
,,25.40%,TRUE,25.40%,Contender
,,25.40%,TRUE,25.40%,Contender
,,25.39%,TRUE,25.39%,Contender
,,25.38%,TRUE,25.38%,Contender
,,25.38%,TRUE,25.38%,Contender
,,25.36%,TRUE,25.36%,Contender
,,25.36%,TRUE,25.36%,Contender
,,25.35%,TRUE,25.35%,Contender
,,25.33%,TRUE,25.33%,Contender
,,25.32%,TRUE,25.32%,Contender
,Tootsie,25.30%,FALSE,#REF!,#REF!
,,25.29%,TRUE,25.29%,Contender
,,25.27%,TRUE,25.27%,Contender
,,25.26%,TRUE,25.26%,Contender
,,25.26%,TRUE,25.26%,Contender
,,25.26%,TRUE,25.26%,Contender
,Nostalgians,25.25%,FALSE,#REF!,#REF!
,Vanguard Gaming,25.21%,FALSE,#REF!,#REF!
,,25.20%,TRUE,25.20%,Contender
,,25.17%,TRUE,25.17%,Contender
,,25.17%,TRUE,25.17%,Contender
,,25.17%,TRUE,25.17%,Contender
,Bathwater Babes,25.17%,FALSE,#REF!,#REF!
,Tetra Esports,25.13%,FALSE,#REF!,#REF!
,,25.12%,TRUE,25.12%,Contender
,,25.11%,TRUE,25.11%,Contender
,,25.11%,TRUE,25.11%,Contender
,,25.09%,TRUE,25.09%,Contender
,,25.09%,TRUE,25.09%,Contender
,,25.08%,TRUE,25.08%,Contender
,MSU Maroon,25.06%,FALSE,#REF!,#REF!
,Nostalgians,25.06%,FALSE,#REF!,#REF!
,,25.05%,TRUE,25.05%,Contender
,,25.05%,TRUE,25.05%,Contender
,,25.03%,TRUE,25.03%,Contender
,UpLYFT Esports,25.03%,FALSE,#REF!,#REF!
,,25.00%,TRUE,25.00%,NONE
,Omega,24.99%,FALSE,#REF!,#REF!
,,24.97%,TRUE,24.97%,NONE
,,24.96%,TRUE,24.96%,NONE
,The Black Armory,24.96%,FALSE,#REF!,#REF!
,SHIFT Academy,24.91%,FALSE,#REF!,#REF!
,,24.91%,TRUE,24.91%,NONE
,NuLL Death,24.89%,FALSE,#REF!,#REF!
,,24.89%,TRUE,24.89%,NONE
,,24.88%,TRUE,24.88%,NONE
,,24.88%,TRUE,24.88%,NONE
,,24.77%,TRUE,24.77%,NONE
,,24.77%,TRUE,24.77%,NONE
,,24.75%,TRUE,24.75%,NONE
,,24.74%,TRUE,24.74%,NONE
,,24.73%,TRUE,24.73%,NONE
,,24.73%,TRUE,24.73%,NONE
,,24.73%,TRUE,24.73%,NONE
,,24.66%,TRUE,24.66%,NONE
,,24.65%,TRUE,24.65%,NONE
,Tuna Sub Backwards,24.61%,FALSE,#REF!,#REF!
,Tuna Sub Backwards,24.61%,FALSE,#REF!,#REF!
,Optumi,24.60%,FALSE,#REF!,#REF!
,Adore Academy,24.53%,FALSE,#REF!,#REF!
,Revitalize,24.52%,FALSE,#REF!,#REF!
,,24.52%,TRUE,24.52%,NONE
,,24.50%,TRUE,24.50%,NONE
,,24.48%,TRUE,24.48%,NONE
,,24.47%,TRUE,24.47%,NONE
,Final Black,24.45%,FALSE,#REF!,#REF!
,AT Elusive,24.43%,FALSE,#REF!,#REF!
,,24.38%,TRUE,24.38%,NONE
,BEKNZ+,24.34%,FALSE,#REF!,#REF!
,,24.34%,TRUE,24.34%,NONE
,,24.33%,TRUE,24.33%,NONE
,,24.29%,TRUE,24.29%,NONE
,,24.28%,TRUE,24.28%,NONE
,,24.27%,TRUE,24.27%,NONE
,Fifty50 Red,24.22%,FALSE,#REF!,#REF!
,,24.21%,TRUE,24.21%,NONE
,,24.21%,TRUE,24.21%,NONE
,Hyperspace Dark,24.20%,FALSE,#REF!,#REF!
,Team MystiC2,24.14%,FALSE,#REF!,#REF!
,,24.13%,TRUE,24.13%,NONE
,,24.11%,TRUE,24.11%,NONE
,,24.10%,TRUE,24.10%,NONE
,,24.07%,TRUE,24.07%,NONE
,,24.04%,TRUE,24.04%,NONE
,,24.03%,TRUE,24.03%,NONE
,,24.03%,TRUE,24.03%,NONE
,Krysos,23.96%,FALSE,#REF!,#REF!
,IMG,23.96%,FALSE,#REF!,#REF!
,,23.96%,TRUE,23.96%,NONE
,Boomerz and Zoomers,23.94%,FALSE,#REF!,#REF!
,Hyperspace Dark,23.94%,FALSE,#REF!,#REF!
,,23.93%,TRUE,23.93%,NONE
,Hyperspace Dark,23.88%,FALSE,#REF!,#REF!
,Xanity,23.88%,FALSE,#REF!,#REF!
,,23.85%,TRUE,23.85%,NONE
,,23.83%,TRUE,23.83%,NONE
,,23.82%,TRUE,23.82%,NONE
,Bkny Myst,23.77%,FALSE,#REF!,#REF!
,,23.76%,TRUE,23.76%,NONE
,,23.76%,TRUE,23.76%,NONE
,,23.75%,TRUE,23.75%,NONE
,,23.71%,TRUE,23.71%,NONE
,,23.69%,TRUE,23.69%,NONE
,,23.69%,TRUE,23.69%,NONE
,,23.69%,TRUE,23.69%,NONE
,Tone Gaming,23.68%,FALSE,#REF!,#REF!
,,23.68%,TRUE,23.68%,NONE
,,23.68%,TRUE,23.68%,NONE
,,23.66%,TRUE,23.66%,NONE
,,23.65%,TRUE,23.65%,NONE
,UoNA,23.62%,FALSE,#REF!,#REF!
,,23.61%,TRUE,23.61%,NONE
,,23.61%,TRUE,23.61%,NONE
,,23.60%,TRUE,23.60%,NONE
,,23.58%,TRUE,23.58%,NONE
,,23.58%,TRUE,23.58%,NONE
,,23.57%,TRUE,23.57%,NONE
,,23.56%,TRUE,23.56%,NONE
,,23.55%,TRUE,23.55%,NONE
,,23.55%,TRUE,23.55%,NONE
,Harmony,23.49%,FALSE,#REF!,#REF!
,Astéri 7,23.44%,FALSE,#REF!,#REF!
,UW Valorant Gold,23.43%,FALSE,#REF!,#REF!
,,23.42%,TRUE,23.42%,NONE
,,23.42%,TRUE,23.42%,NONE
,,23.42%,TRUE,23.42%,NONE
,,23.41%,TRUE,23.41%,NONE
,,23.38%,TRUE,23.38%,NONE
,Verity Esports White,23.37%,FALSE,#REF!,#REF!
,,23.35%,TRUE,23.35%,NONE
,,23.31%,TRUE,23.31%,NONE
,,23.29%,TRUE,23.29%,NONE
,Xanity Crimson,23.26%,FALSE,#REF!,#REF!
,,23.25%,TRUE,23.25%,NONE
,,23.25%,TRUE,23.25%,NONE
,,23.24%,TRUE,23.24%,NONE
,,23.22%,TRUE,23.22%,NONE
,Optumi,23.19%,FALSE,#REF!,#REF!
,,23.18%,TRUE,23.18%,NONE
,5K Amethyst,23.16%,FALSE,#REF!,#REF!
,,23.15%,TRUE,23.15%,NONE
,Smooches,23.15%,FALSE,#REF!,#REF!
,,23.15%,TRUE,23.15%,NONE
,,23.15%,TRUE,23.15%,NONE
,,23.14%,TRUE,23.14%,NONE
,,23.14%,TRUE,23.14%,NONE
,Ball State University,23.13%,FALSE,#REF!,#REF!
,Georgia Tech Gold,7.10%,FALSE,#REF!,#REF!
,,23.07%,TRUE,23.07%,NONE
,,23.07%,TRUE,23.07%,NONE
,,23.05%,TRUE,23.05%,NONE
,Large Flamingo Tots,23.04%,FALSE,#REF!,#REF!
,,23.03%,TRUE,23.03%,NONE
,Escape Velocity,23.00%,FALSE,#REF!,#REF!
,,22.99%,TRUE,22.99%,NONE
,Hitmen,22.98%,FALSE,#REF!,#REF!
,,22.95%,TRUE,22.95%,NONE
,Large Flamingo Tots,22.94%,FALSE,#REF!,#REF!
,,22.92%,TRUE,22.92%,NONE
,,22.90%,TRUE,22.90%,NONE
,Bkny Myst,22.89%,FALSE,#REF!,#REF!
,,22.89%,TRUE,22.89%,NONE
,,22.88%,TRUE,22.88%,NONE
,,22.87%,TRUE,22.87%,NONE
,,22.83%,TRUE,22.83%,NONE
,Akuma Esports,22.82%,FALSE,#REF!,#REF!
,,22.81%,TRUE,22.81%,NONE
,,22.78%,TRUE,22.78%,NONE
,Boomerz and Zoomers,22.78%,FALSE,#REF!,#REF!
,,22.77%,TRUE,22.77%,NONE
,,22.77%,TRUE,22.77%,NONE
,The Black Armory,22.77%,FALSE,#REF!,#REF!
,,22.77%,TRUE,22.77%,NONE
,,22.74%,TRUE,22.74%,NONE
,,22.73%,TRUE,22.73%,NONE
,Verity Esports Black,22.71%,FALSE,#REF!,#REF!
,,22.71%,TRUE,22.71%,NONE
,,22.69%,TRUE,22.69%,NONE
,,22.67%,TRUE,22.67%,NONE
,,22.66%,TRUE,22.66%,NONE
,Jellyspotters,22.62%,FALSE,#REF!,#REF!
,Krysos,22.62%,FALSE,#REF!,#REF!
,Akuma Esports,22.60%,FALSE,#REF!,#REF!
,,22.59%,TRUE,22.59%,NONE
,Project (Acts),22.58%,FALSE,#REF!,#REF!
,,22.57%,TRUE,22.57%,NONE
,,22.57%,TRUE,22.57%,NONE
,,22.56%,TRUE,22.56%,NONE
,Escape Velocity,22.54%,FALSE,#REF!,#REF!
,,22.51%,TRUE,22.51%,NONE
,Spades Black,22.51%,FALSE,#REF!,#REF!
,,22.50%,TRUE,22.50%,NONE
,Asian And Co (ACO),22.49%,FALSE,#REF!,#REF!
,,22.47%,TRUE,22.47%,NONE
,,22.45%,TRUE,22.45%,NONE
,,22.44%,TRUE,22.44%,NONE
,,22.35%,TRUE,22.35%,NONE
,,22.35%,TRUE,22.35%,NONE
,TEN-5,22.29%,FALSE,#REF!,#REF!
,,22.27%,TRUE,22.27%,NONE
,Agoge Black,22.26%,FALSE,#REF!,#REF!
,,22.25%,TRUE,22.25%,NONE
,,22.24%,TRUE,22.24%,NONE
,,22.24%,TRUE,22.24%,NONE
,,22.18%,TRUE,22.18%,NONE
,BHOP Esports Rose,22.17%,FALSE,#REF!,#REF!
,,22.16%,TRUE,22.16%,NONE
,,22.14%,TRUE,22.14%,NONE
,,22.14%,TRUE,22.14%,NONE
,Elon Muskrats,22.14%,FALSE,#REF!,#REF!
,,22.14%,TRUE,22.14%,NONE
,,22.11%,TRUE,22.11%,NONE
,Akuma Esports,22.11%,FALSE,#REF!,#REF!
,,22.09%,TRUE,22.09%,NONE
,,22.09%,TRUE,22.09%,NONE
,,22.04%,TRUE,22.04%,NONE
,YCP,22.03%,FALSE,#REF!,#REF!
,,22.03%,TRUE,22.03%,NONE
,,22.02%,TRUE,22.02%,NONE
,,22.01%,TRUE,22.01%,NONE
,Bald Babies,21.99%,FALSE,#REF!,#REF!
,,21.98%,TRUE,21.98%,NONE
,Bald Babies,21.97%,FALSE,#REF!,#REF!
,,21.97%,TRUE,21.97%,NONE
,,21.94%,TRUE,21.94%,NONE
,,21.92%,TRUE,21.92%,NONE
,,21.89%,TRUE,21.89%,NONE
,Desire Rising X,21.89%,FALSE,#REF!,#REF!
,,21.87%,TRUE,21.87%,NONE
,IMG,21.87%,FALSE,#REF!,#REF!
,Verity Esports Black,21.84%,FALSE,#REF!,#REF!
,,21.84%,TRUE,21.84%,NONE
,,21.84%,TRUE,21.84%,NONE
,,21.79%,TRUE,21.79%,NONE
,,21.76%,TRUE,21.76%,NONE
,Smooches,21.76%,FALSE,#REF!,#REF!
,Akuma Esports,21.76%,FALSE,#REF!,#REF!
,,21.75%,TRUE,21.75%,NONE
,kaiju corp,21.74%,FALSE,#REF!,#REF!
,,21.74%,TRUE,21.74%,NONE
,,21.73%,TRUE,21.73%,NONE
,,21.73%,TRUE,21.73%,NONE
,,21.71%,TRUE,21.71%,NONE
,,21.70%,TRUE,21.70%,NONE
,,21.70%,TRUE,21.70%,NONE
,,21.70%,TRUE,21.70%,NONE
,,21.69%,TRUE,21.69%,NONE
,,21.67%,TRUE,21.67%,NONE
,,21.66%,TRUE,21.66%,NONE
,,21.65%,TRUE,21.65%,NONE
,5K Amethyst,21.64%,FALSE,#REF!,#REF!
,,21.60%,TRUE,21.60%,NONE
,,21.60%,TRUE,21.60%,NONE
,Omega,21.58%,FALSE,#REF!,#REF!
,Spectral eSports Purple,21.57%,FALSE,#REF!,#REF!
,HOLY SMOKES,21.56%,FALSE,#REF!,#REF!
,,21.53%,TRUE,21.53%,NONE
,Spades Black,21.53%,FALSE,#REF!,#REF!
,Last Resistance,21.53%,FALSE,#REF!,#REF!
,,21.52%,TRUE,21.52%,NONE
,,21.51%,TRUE,21.51%,NONE
,,21.50%,TRUE,21.50%,NONE
,,21.50%,TRUE,21.50%,NONE
,,21.49%,TRUE,21.49%,NONE
,,21.47%,TRUE,21.47%,NONE
,,21.45%,TRUE,21.45%,NONE
,,21.45%,TRUE,21.45%,NONE
,,21.44%,TRUE,21.44%,NONE
,,21.43%,TRUE,21.43%,NONE
,,21.43%,TRUE,21.43%,NONE
,,21.41%,TRUE,21.41%,NONE
,,21.39%,TRUE,21.39%,NONE
,,21.38%,TRUE,21.38%,NONE
,,21.33%,TRUE,21.33%,NONE
,,21.33%,TRUE,21.33%,NONE
,Manic Project,21.32%,FALSE,#REF!,#REF!
,,21.32%,TRUE,21.32%,NONE
,,21.31%,TRUE,21.31%,NONE
,,21.31%,TRUE,21.31%,NONE
,,21.31%,TRUE,21.31%,NONE
,,21.31%,TRUE,21.31%,NONE
,Georgia Tech Gold,5.31%,FALSE,#REF!,#REF!
,The Black Armory,21.27%,FALSE,#REF!,#REF!
,,21.27%,TRUE,21.27%,NONE
,,21.26%,TRUE,21.26%,NONE
,,21.22%,TRUE,21.22%,NONE
,,21.21%,TRUE,21.21%,NONE
,,21.21%,TRUE,21.21%,NONE
,,21.20%,TRUE,21.20%,NONE
,,21.14%,TRUE,21.14%,NONE
,,21.12%,TRUE,21.12%,NONE
,,21.12%,TRUE,21.12%,NONE
,DSM,21.11%,FALSE,#REF!,#REF!
,UC San Diego,5.11%,FALSE,#REF!,#REF!
,,21.09%,TRUE,21.09%,NONE
,,21.06%,TRUE,21.06%,NONE
,,21.05%,TRUE,21.05%,NONE
,,21.04%,TRUE,21.04%,NONE
,,21.03%,TRUE,21.03%,NONE
,AT Elusive,21.02%,FALSE,#REF!,#REF!
,,21.00%,TRUE,21.00%,NONE
,,21.00%,TRUE,21.00%,NONE
,,21.00%,TRUE,21.00%,NONE
,,21.00%,TRUE,21.00%,NONE
,,20.99%,TRUE,20.99%,NONE
,,20.99%,TRUE,20.99%,NONE
,,20.99%,TRUE,20.99%,NONE
,Yacht Club,20.97%,FALSE,#REF!,#REF!
,,20.94%,TRUE,20.94%,NONE
,,20.93%,TRUE,20.93%,NONE
,,20.92%,TRUE,20.92%,NONE
,,20.92%,TRUE,20.92%,NONE
,Tone Gaming,20.92%,FALSE,#REF!,#REF!
,,20.90%,TRUE,20.90%,NONE
,,20.90%,TRUE,20.90%,NONE
,TEN-5,20.90%,FALSE,#REF!,#REF!
,,20.90%,TRUE,20.90%,NONE
,BHOP Esports,20.90%,FALSE,#REF!,#REF!
,Rise of Scarlet Empire,20.86%,FALSE,#REF!,#REF!
,Fluid Nation,20.83%,FALSE,#REF!,#REF!
,,20.83%,TRUE,20.83%,NONE
,Noxious Green,20.81%,FALSE,#REF!,#REF!
,,20.79%,TRUE,20.79%,NONE
,The Black Armory,20.79%,FALSE,#REF!,#REF!
,,20.79%,TRUE,20.79%,NONE
,,20.78%,TRUE,20.78%,NONE
,Georgia Tech Gold,4.81%,FALSE,#REF!,#REF!
,,20.76%,TRUE,20.76%,NONE
,,20.75%,TRUE,20.75%,NONE
,,20.75%,TRUE,20.75%,NONE
,,20.74%,TRUE,20.74%,NONE
,Chicago Headhunters,20.71%,FALSE,#REF!,#REF!
,Rise of Scarlet Empire,20.71%,FALSE,#REF!,#REF!
,,20.70%,TRUE,20.70%,NONE
,,20.70%,TRUE,20.70%,NONE
,,20.69%,TRUE,20.69%,NONE
,Ikigai,20.62%,FALSE,#REF!,#REF!
,,20.60%,TRUE,20.60%,NONE
,308 Esports,20.58%,FALSE,#REF!,#REF!
,,20.57%,TRUE,20.57%,NONE
,,20.57%,TRUE,20.57%,NONE
,,20.56%,TRUE,20.56%,NONE
,,20.55%,TRUE,20.55%,NONE
,,20.54%,TRUE,20.54%,NONE
,Tone Gaming,20.53%,FALSE,#REF!,#REF!
,,20.53%,TRUE,20.53%,NONE
,Tetra Esports,20.52%,FALSE,#REF!,#REF!
,,20.50%,TRUE,20.50%,NONE
,jade esports,20.50%,FALSE,#REF!,#REF!
,,20.50%,TRUE,20.50%,NONE
,,20.50%,TRUE,20.50%,NONE
,,20.49%,TRUE,20.49%,NONE
,,20.49%,TRUE,20.49%,NONE
,Radiant Rising Gold,20.47%,FALSE,#REF!,#REF!
,,20.47%,TRUE,20.47%,NONE
,,20.45%,TRUE,20.45%,NONE
,Zesty Zucchinis,20.44%,FALSE,#REF!,#REF!
,Chicago Headhunters,20.44%,FALSE,#REF!,#REF!
,,20.42%,TRUE,20.42%,NONE
,Tuna Sub Backwards,20.41%,FALSE,#REF!,#REF!
,,20.40%,TRUE,20.40%,NONE
,,20.36%,TRUE,20.36%,NONE
,Zomblers,20.36%,FALSE,#REF!,#REF!
,,20.35%,TRUE,20.35%,NONE
,Team MystiC2,20.31%,FALSE,#REF!,#REF!
,,20.27%,TRUE,20.27%,NONE
,,20.27%,TRUE,20.27%,NONE
,Asian And Co (ACO),20.27%,FALSE,#REF!,#REF!
,GenZ,20.26%,FALSE,#REF!,#REF!
,Spades Esports,20.26%,FALSE,#REF!,#REF!
,,20.25%,TRUE,20.25%,NONE
,,20.24%,TRUE,20.24%,NONE
,,20.21%,TRUE,20.21%,NONE
,BHAAD,20.20%,FALSE,#REF!,#REF!
,,20.20%,TRUE,20.20%,NONE
,Tempest Gaming,20.17%,FALSE,#REF!,#REF!
,,20.16%,TRUE,20.16%,NONE
,,20.16%,TRUE,20.16%,NONE
,,20.15%,TRUE,20.15%,NONE
,,20.12%,TRUE,20.12%,NONE
,,20.11%,TRUE,20.11%,NONE
,,20.10%,TRUE,20.10%,NONE
,,20.09%,TRUE,20.09%,NONE
,Adore Academy,20.08%,FALSE,#REF!,#REF!
,Legion,20.06%,FALSE,#REF!,#REF!
,Verity Esports,20.03%,FALSE,#REF!,#REF!
,SHIFT Academy,20.02%,FALSE,#REF!,#REF!
,,20.00%,TRUE,20.00%,NONE
,,20.00%,TRUE,20.00%,NONE
,,19.99%,TRUE,19.99%,NONE
,Noxious Green,19.97%,FALSE,#REF!,#REF!
,,19.96%,TRUE,19.96%,NONE
,,19.93%,TRUE,19.93%,NONE
,,19.90%,TRUE,19.90%,NONE
,,19.86%,TRUE,19.86%,NONE
,,19.86%,TRUE,19.86%,NONE
,,19.83%,TRUE,19.83%,NONE
,,19.82%,TRUE,19.82%,NONE
,,19.79%,TRUE,19.79%,NONE
,,19.76%,TRUE,19.76%,NONE
,,19.76%,TRUE,19.76%,NONE
,,19.74%,TRUE,19.74%,NONE
,,19.73%,TRUE,19.73%,NONE
,,19.68%,TRUE,19.68%,NONE
,,19.67%,TRUE,19.67%,NONE
,UT Premier Team,19.66%,FALSE,#REF!,#REF!
,,19.63%,TRUE,19.63%,NONE
,,19.61%,TRUE,19.61%,NONE
,,19.61%,TRUE,19.61%,NONE
,,19.55%,TRUE,19.55%,NONE
,,19.54%,TRUE,19.54%,NONE
,,19.54%,TRUE,19.54%,NONE
,,19.53%,TRUE,19.53%,NONE
,Project A,19.52%,FALSE,#REF!,#REF!
,Cat Company,19.52%,FALSE,#REF!,#REF!
,,19.48%,TRUE,19.48%,NONE
,,19.46%,TRUE,19.46%,NONE
,,19.45%,TRUE,19.45%,NONE
,,19.45%,TRUE,19.45%,NONE
,,19.37%,TRUE,19.37%,NONE
,,19.32%,TRUE,19.32%,NONE
,,19.28%,TRUE,19.28%,NONE
,UAlberta Green,19.27%,FALSE,#REF!,#REF!
,,19.27%,TRUE,19.27%,NONE
,,19.26%,TRUE,19.26%,NONE
,,19.25%,TRUE,19.25%,NONE
,,19.24%,TRUE,19.24%,NONE
,,19.21%,TRUE,19.21%,NONE
,,19.20%,TRUE,19.20%,NONE
,,19.18%,TRUE,19.18%,NONE
,,19.13%,TRUE,19.13%,NONE
,Boomerz and Zoomers,19.11%,FALSE,#REF!,#REF!
,,19.10%,TRUE,19.10%,NONE
,,19.10%,TRUE,19.10%,NONE
,,19.09%,TRUE,19.09%,NONE
,,19.08%,TRUE,19.08%,NONE
,,19.05%,TRUE,19.05%,NONE
,Xanity,19.01%,FALSE,#REF!,#REF!
,,19.01%,TRUE,19.01%,NONE
,,19.00%,TRUE,19.00%,NONE
,,18.99%,TRUE,18.99%,NONE
,,18.98%,TRUE,18.98%,NONE
,,18.97%,TRUE,18.97%,NONE
